year,imdb,title,clean_test,binary,budget_2013,rated,metascore,imdb_rating
2006,tt0450259,Blood Diamond,notalk,FAIL,115579635,R,64,8
2006,tt0479647,"Bon Cop, Bad Cop",notalk,FAIL,9246371,NA,NA,NA
2006,tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,notalk,FAIL,20804334,R,89,7.3
2006,tt0470705,Bug,ok,PASS,4623185,R,62,6
2006,tt0317219,Cars,notalk,FAIL,80905744,G,73,7.3
2006,tt0381061,Casino Royale,notalk,FAIL,117891227,PG-13,81,8
2006,tt0206634,Children of Men,ok,PASS,87840522,R,84,7.9
2006,tt0424345,Clerks II,dubious,FAIL,5778982,R,65,7.5
2006,tt0479884,Crank,nowomen,FAIL,13869556,R,57,7
2006,tt0405094,Das Leben Der Anderen,nowomen,FAIL,2311593,NA,NA,NA
2006,tt0398913,DOA: Dead or Alive,ok,PASS,34673890,PG-13,38,4.8
2006,tt0457430,El laberinto del fauno (Pan's Labyrinth),ok,PASS,18492742,NA,NA,NA
2006,tt0449010,Eragon,notalk,FAIL,115579635,PG,38,5.1
2006,tt0457572,Fido,men,FAIL,9246371,R,70,6.8
2006,tt0414982,Final Destination 3,ok,PASS,28894909,R,41,5.8
2006,tt0424095,Flushed Away,nowomen,FAIL,172213656,PG,74,6.7
2006,tt0470765,For Your Consideration,ok,PASS,13869556,PG-13,68,6.3
2006,tt0436331,Friends with Money,ok,PASS,7512676,R,68,5.9
2006,tt0438097,Ice Age: The Meltdown,notalk,FAIL,86684726,PG,58,6.9
2006,tt0417225,Idlewild,ok,PASS,17336945,R,55,6.2
2006,tt0454848,Inside Man,dubious,FAIL,57789817,R,76,7.7
2006,tt0493430,Jackass Number Two,notalk,FAIL,12713760,R,66,7.2
2006,tt0452637,Lady in the Water,men,FAIL,86684726,PG-13,36,5.7
2006,tt0408985,Last Holiday,ok,PASS,52010836,PG-13,52,6.3
2006,tt0498380,Letters from Iwo Jima,notalk,FAIL,15025353,R,89,8
2006,tt0404203,Little Children,ok,PASS,16181149,R,75,7.6
2006,tt0449059,Little Miss Sunshine,ok,PASS,9246371,R,80,7.9
2006,tt0490166,London To Brighton,ok,PASS,953532,NA,NA,NA
2006,tt0425210,Lucky Number Slevin,notalk,FAIL,31206501,R,53,7.8
2006,tt0483726,Man of the Year,notalk,FAIL,23115927,PG-13,39,6.1
2006,tt0422720,Marie Antoinette,ok,PASS,46231854,PG-13,65,6.4
2006,tt0482546,Miss Potter,ok,PASS,34673890,PG,57,7
2006,tt0385880,Monster House,ok,PASS,86684726,PG,68,6.7
2006,tt0457510,Nacho Libre,nowomen,FAIL,36985483,PG,52,5.7
2006,tt0477347,Night at the Museum,ok,PASS,127137598,PG,48,6.3
2006,tt0465551,Notes on a Scandal,ok,PASS,31784400,R,73,7.5
2006,tt0907657,Once,men,FAIL,173369,R,88,8
2006,tt0400717,Open Season,notalk,FAIL,98242689,PG,49,6.2
2006,tt0401711,Paris je t&#39;aime,dubious,FAIL,15025353,NA,NA,NA
2006,tt0396171,Perfume: The Story of a Murderer,ok,PASS,73624227,R,56,7.5
2006,tt0383574,Pirates of the Caribbean: Dead Man&#39;s Chest,men,FAIL,260054178,NA,NA,NA
2006,tt0409182,Poseidon,men,FAIL,184927415,PG-13,50,5.6
2006,tt0451176,Quinceanera,ok,PASS,462319,NA,NA,NA
2006,tt0439289,Running with Scissors,ok,PASS,13869556,R,52,6.2
2006,tt0454945,She&#39;s the Man,men,FAIL,28894909,NA,NA,NA
2006,tt0423169,Sherrybaby,dubious,FAIL,2311593,R,66,6.7
2006,tt0384537,Silent Hill,ok,PASS,57789817,R,30,6.6
2006,tt0439815,Slither,ok,PASS,17625894,R,69,6.5
2006,tt0475394,Smokin&#39; Aces,dubious,FAIL,19648538,NA,NA,NA
2006,tt0417148,Snakes on a Plane,ok,PASS,38141279,R,58,5.7
2006,tt0405336,Southland Tales,ok,PASS,19648538,R,44,5.5
2006,tt0430634,Stick It,ok,PASS,23115927,PG-13,53,6.3
2006,tt0420223,Stranger Than Fiction,ok,PASS,34673890,PG-13,67,7.7
2006,tt0348150,Superman Returns,notalk,FAIL,268144752,PG-13,72,6.2
2006,tt0446046,Take the Lead,ok,PASS,34673890,PG-13,55,6.6
2006,tt0429589,The Ant Bully,men,FAIL,52010836,PG,59,5.9
2006,tt0452594,The Break Up,notalk,FAIL,60101410,NA,NA,NA
2006,tt0382625,The Da Vinci Code,notalk,FAIL,144474543,PG-13,46,6.5
2006,tt0783238,The Dead Girl,ok,PASS,3814128,R,65,6.8
2006,tt0407887,The Departed,notalk,FAIL,104021671,R,86,8.5
2006,tt0458352,The Devil Wears Prada,ok,PASS,40452872,PG-13,62,6.8
2006,tt0414993,The Fountain,dubious,FAIL,40452872,PG-13,51,7.4
2006,tt0433386,The Grudge 2,ok,PASS,23115927,PG-13,33,4.9
2006,tt0464049,The History Boys,notalk,FAIL,4276446,R,74,6.8
2006,tt0457939,The Holiday,ok,PASS,98242689,PG-13,52,6.9
2006,tt0468492,The Host,ok,PASS,57789817,R,85,7
2006,tt0443543,The Illusionist,nowomen,FAIL,19070640,PG-13,68,7.6
2006,tt0410297,The Lake House,dubious,FAIL,46231854,PG,52,6.8
2006,tt0446755,The Painted Veil,dubious,FAIL,22422449,PG-13,69,7.5
2006,tt0482571,The Prestige,notalk,FAIL,46231854,PG-13,66,8.5
2006,tt0454921,The Pursuit of Happyness,nowomen,FAIL,63568799,PG-13,64,7.9
2006,tt0436697,The Queen,dubious,FAIL,17336945,PG-13,91,7.4
2006,tt0370032,Ultraviolet,notalk,FAIL,34673890,PG-13,18,4.4
2006,tt0441909,Volver,ok,PASS,10864486,R,84,7.6
2006,tt0758794,We Are Marshall,notalk,FAIL,75126763,PG,53,7.1
2006,tt0455857,When a Stranger Calls,ok,PASS,17336945,PG-13,27,4.9
2006,tt0477139,Wristcutters: A Love Story,notalk,FAIL,1155796,R,62,7.4
2006,tt0376994,X-Men: The Last Stand,ok,PASS,242717233,PG-13,58,6.8
2006,tt0463034,"You, Me and Dupree",notalk,FAIL,62413003,PG-13,46,5.6
2006,tt0383060,Zoom,ok,PASS,40452872,PG,26,4.1
2006,tt0389557,Zwartboek,ok,PASS,25427520,NA,NA,NA
2005,tt0402022,AEon Flux,ok,PASS,65616822,NA,NA,NA
2005,tt0398712,Assault on Precinct 13,ok,PASS,35790994,R,54,6.3
2005,tt0372784,Batman Begins,notalk,FAIL,178954969,PG-13,70,8.3
2005,tt0388500,Beauty Shop,ok,PASS,29825828,PG-13,53,5.4
2005,tt0374536,Bewitched,ok,PASS,95442650,PG-13,34,4.8
2005,tt0383222,BloodRayne,dubious,FAIL,29825828,R,18,2.8
2005,tt0357507,Boogeyman,men,FAIL,23860663,PG-13,32,4.1
2005,tt0439478,Boynton Beach Club,ok,PASS,3459796,R,61,6.5
2005,tt0393109,Brick,notalk,FAIL,536865,R,72,7.5
2005,tt0388795,Brokeback Mountain,notalk,FAIL,16583160,R,87,7.7
2005,tt0379725,Capote,dubious,FAIL,8351232,R,88,7.4
2005,tt0367594,Charlie and the Chocolate Factory,ok,PASS,178954969,PG,72,6.8
2005,tt0451094,Chinjeolhan geumjassi,ok,PASS,5368649,NA,NA,NA
2005,tt0352248,Cinderella Man,men,FAIL,104986915,PG-13,69,8
2005,tt0393162,Coach Carter,ok,PASS,53686491,PG-13,57,7.2
2005,tt0360486,Constantine,notalk,FAIL,89477485,R,50,6.9
2005,tt0435623,Conversations with Other Women,nowomen,FAIL,536865,R,62,7.1
2005,tt0121164,Corpse Bride,dubious,FAIL,35790994,PG,83,7.4
2005,tt0257516,Cursed,ok,PASS,41756160,PG-13,31,4.9
2005,tt0342258,Danny the dog,notalk,FAIL,51300425,NA,NA,NA
2005,tt0382628,Dark Water,ok,PASS,71581988,PG-13,52,5.5
2005,tt0342272,Dear Wendy,notalk,FAIL,9544265,NA,NA,NA
2005,tt0421054,Domino,ok,PASS,59651656,R,36,6
2005,tt0419706,Doom,notalk,FAIL,83512319,R,34,5.2
2005,tt0120667,Fantastic Four,notalk,FAIL,104390399,PG-13,40,5.7
2005,tt0408790,Flightplan,ok,PASS,65616822,PG-13,53,6.2
2005,tt0369441,Fun with Dick and Jane,ok,PASS,167024638,PG-13,47,6.1
2005,tt0433383,"Good Night, and Good Luck.",notalk,FAIL,8351232,PG,80,7.6
2005,tt0424136,Hard Candy,ok,PASS,1133381,R,58,7.2
2005,tt0330373,Harry Potter and the Goblet of Fire,notalk,FAIL,178954969,PG-13,81,7.6
2005,tt0400497,Herbie Fully Loaded,ok,PASS,59651656,G,47,4.7
2005,tt0382077,Hide and Seek,ok,PASS,29825828,R,35,5.9
2005,tt0386588,Hitch,men,FAIL,65616822,PG-13,58,6.7
2005,tt0443536,Hoodwinked!,ok,PASS,20878080,PG,45,6.6
2005,tt0450278,Hostel,notalk,FAIL,5726559,R,55,5.8
2005,tt0410097,Hustle &amp; Flow,dubious,FAIL,3340493,NA,NA,NA
2005,tt0396652,Ice Princess,ok,PASS,29825828,G,55,6
2005,tt0418763,Jarhead,nowomen,FAIL,85898385,R,58,7.1
2005,tt0418773,Junebug,ok,PASS,1193033,R,80,7.1
2005,tt0425123,Just Like Heaven,ok,PASS,69195921,PG-13,47,6.8
2005,tt0360717,King Kong,nowomen,FAIL,246957858,PG-13,81,7.3
2005,tt0320661,Kingdom of Heaven,nowomen,FAIL,131233644,R,63,7.2
2005,tt0373469,Kiss Kiss Bang Bang,notalk,FAIL,17895497,R,72,7.7
2005,tt0399295,Lord of War,men,FAIL,50107391,R,62,7.6
2005,tt0351283,Madagascar,nowomen,FAIL,89477485,PG,57,6.9
2005,tt0331933,Man of the House,ok,PASS,59651656,PG-13,35,5.4
2005,tt0416320,Match Point,ok,PASS,17895497,R,72,7.7
2005,tt0415978,Me and You and Everyone We Know,ok,PASS,2386066,R,76,7.4
2005,tt0397535,Memoirs of a Geisha,ok,PASS,101407816,PG-13,54,7.3
2005,tt0366780,MirrorMask,ok,PASS,4772133,PG,55,7
2005,tt0385307,Miss Congeniality 2: Armed &amp; Fabulous,ok,PASS,71581988,NA,NA,NA
2005,tt0356910,Mr. &amp; Mrs. Smith,men,FAIL,131233644,NA,NA,NA
2005,tt0408306,Munich,notalk,FAIL,89477485,R,74,7.7
2005,tt0395972,North Country,ok,PASS,35790994,R,68,7.2
2005,tt0380599,Oliver Twist,notalk,FAIL,77547153,PG-13,65,6.9
2005,tt0414387,Pride and Prejudice,ok,PASS,33404928,NA,NA,NA
2005,tt0377107,Proof,ok,PASS,23860663,PG-13,64,6.8
2005,tt0421239,Red Eye,ok,PASS,31018861,PG-13,71,6.5
2005,tt0294870,Rent,ok,PASS,47721325,PG-13,53,7.1
2005,tt0358082,Robots,notalk,FAIL,95442650,PG,64,6.3
2005,tt0432348,Saw II,dubious,FAIL,5965166,R,40,6.6
2005,tt0379786,Serenity,ok,PASS,46528292,PG-13,74,8
2005,tt0338427,Shopgirl,men,FAIL,8947748,R,62,6.5
2005,tt0401792,Sin City,ok,PASS,47721325,R,74,8.2
2005,tt0405325,Sky High,ok,PASS,71581988,PG,62,6.2
2005,tt0362165,Son of the Mask,notalk,FAIL,119303313,PG,20,2.1
2005,tt0121766,Star Wars: Episode III - Revenge of the Sith,notalk,FAIL,137198810,PG-13,68,7.7
2005,tt0382992,Stealth,notalk,FAIL,164638572,PG-13,35,5
2005,tt0369994,Strangers with Candy,ok,PASS,2386066,R,57,6
2005,tt0427944,Thank You for Smoking,notalk,FAIL,8947748,R,71,7.7
2005,tt0405422,The 40 Year Old Virgin,men,FAIL,31018861,NA,NA,NA
2005,tt0424774,The Adventures of Sharkboy and Lavagirl 3-D,notalk,FAIL,59651656,PG,38,3.4
2005,tt0384806,The Amityville Horror,ok,PASS,22071113,R,33,5.9
2005,tt0357110,The Ballad of Jack and Rose,ok,PASS,1789550,R,59,6.8
2005,tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",ok,PASS,214745963,PG,75,6.9
2005,tt0387131,The Constant Gardener,ok,PASS,30422345,R,82,7.5
2005,tt0435625,The Descent,ok,PASS,8351232,R,71,7.3
2005,tt0395584,The Devil&#39;s Rejects,ok,PASS,8351232,NA,NA,NA
2005,tt0404032,The Exorcism of Emily Rose,ok,PASS,21474596,PG-13,46,6.7
2005,tt0432291,The Fog,ok,PASS,21474596,PG-13,27,3.5
2005,tt0371724,The Hitchhiker&#39;s Guide to the Galaxy,notalk,FAIL,53686491,NA,NA,NA
2005,tt0399201,The Island,ok,PASS,143163975,PG-13,50,6.9
2005,tt0366627,The Jacket,men,FAIL,34001444,R,44,7.1
2005,tt0386140,The Legend of Zorro,notalk,FAIL,95442650,PG,47,5.9
2005,tt0402399,The New World,dubious,FAIL,35790994,PG-13,69,6.7
2005,tt0377109,The Ring Two,ok,PASS,59651656,PG-13,44,5.3
2005,tt0397101,The Skeleton Key,ok,PASS,47721325,PG-13,47,6.5
2005,tt0367089,The Squid and the Whale,men,FAIL,1789550,R,82,7.4
2005,tt0372532,The Wedding Date,ok,PASS,17895497,PG-13,32,6
2005,tt0407265,Transamerica,ok,PASS,1193033,R,66,7.5
2005,tt0423409,Tristram Shandy: A Cock and Bull Story,men,FAIL,5666907,R,80,6.8
2005,tt0434409,V for Vendetta,ok,PASS,59651656,R,62,8.2
2005,tt0348333,Waiting...,ok,PASS,1342162,R,30,6.8
2005,tt0358273,Walk the Line,ok,PASS,34597961,PG-13,72,7.9
2005,tt0407304,War of the Worlds,notalk,FAIL,157480373,PG-13,73,6.5
2005,tt0240200,Water,ok,PASS,3579099,PG-13,77,7.8
2005,tt0375210,White Noise,notalk,FAIL,11930331,PG-13,30,5.5
2005,tt0443295,"Yours, Mine and Ours",ok,PASS,53686491,NA,NA,NA
2005,tt0406375,Zathura: A Space Adventure,nowomen,FAIL,77547153,PG,67,6.1
2004,tt0337563,13 Going on 30,ok,PASS,36995786,PG-13,57,6.1
2004,tt0212712,2046,ok,PASS,14798315,R,78,7.5
2004,tt0343660,50 First Dates,men,FAIL,92489466,PG-13,48,6.8
2004,tt0356470,A Cinderella Story,ok,PASS,23430665,PG,25,5.8
2004,tt0359423,A Home at the End of The World,dubious,FAIL,8015754,NA,NA,NA
2004,tt0344510,A Very Long Engagement,ok,PASS,67825608,R,76,7.8
2004,tt0357413,Anchorman: The Legend of Ron Burgundy,men,FAIL,30829822,PG-13,63,7.3
2004,tt0327437,Around the World in 80 Days,notalk,FAIL,135651216,PG,49,5.8
2004,tt0370263,AVP: Alien vs. Predator,dubious,FAIL,86323501,PG-13,29,5.5
2004,tt0414852,Banlieue 13,nowomen,FAIL,18497893,NA,NA,NA
2004,tt0381681,Before Sunset,nowomen,FAIL,2466386,R,90,8.1
2004,tt0317198,Bridget Jones: The Edge of Reason,ok,PASS,61659644,R,44,5.8
2004,tt0327554,Catwoman,ok,PASS,123319288,PG-13,27,3.3
2004,tt0337921,Cellular,ok,PASS,55493679,PG-13,60,6.5
2004,tt0376541,Closer,ok,PASS,43161751,R,65,7.3
2004,tt0369339,Collateral,nowomen,FAIL,73991573,R,71,7.6
2004,tt0345074,Connie and Carla,ok,PASS,24663858,PG-13,44,6.2
2004,tt0375679,Crash,ok,PASS,9006109,R,69,7.9
2004,tt0367631,D.E.B.S.,ok,PASS,4316175,PG-13,42,5.2
2004,tt0363547,Dawn of the Dead,ok,PASS,34529401,R,58,7.4
2004,tt0364725,Dodgeball: A True Underdog Story,ok,PASS,36995786,PG-13,55,6.7
2004,tt0327679,Ella Enchanted,ok,PASS,43161751,PG,53,6.3
2004,tt0338013,Eternal Sunshine of the Spotless Mind,men,FAIL,24663858,R,89,8.4
2004,tt0349416,Eulogy,ok,PASS,12331929,R,34,6.7
2004,tt0308644,Finding Neverland,ok,PASS,30829822,PG,67,7.8
2004,tt0377062,Flight of the Phoenix,nowomen,FAIL,92489466,PG-13,47,6.1
2004,tt0333766,Garden State,ok,PASS,3082982,R,67,7.7
2004,tt0366551,Harold and Kumar Go to White Castle,ok,PASS,11098736,NA,NA,NA
2004,tt0304141,Harry Potter and the Prisoner of  Azkaban,ok,PASS,160315074,NA,NA,NA
2004,tt0167190,Hellboy,notalk,FAIL,73991573,PG-13,72,6.8
2004,tt0299172,Home on the Range,ok,PASS,135651216,PG,50,5.4
2004,tt0356721,I Heart Huckabees,ok,PASS,27130243,R,55,6.8
2004,tt0343818,"I, Robot",notalk,FAIL,129485252,PG-13,59,7.1
2004,tt0385267,In Good Company,notalk,FAIL,32063015,PG-13,66,6.5
2004,tt0362269,Kinsey,ok,PASS,13565122,R,79,7.1
2004,tt0373074,Kung Fu Hustle,nowomen,FAIL,24663858,R,78,7.8
2004,tt0375912,Layer Cake,notalk,FAIL,8015754,R,73,7.4
2004,tt0339291,Lemony Snicket&#39;s A Series of Unfortunate Events,ok,PASS,123319288,NA,NA,NA
2004,tt0390221,Maria Full of Grace,ok,PASS,3946217,R,87,7.5
2004,tt0377092,Mean Girls,ok,PASS,22197472,PG-13,66,6.9
2004,tt0405159,Million Dollar Baby,ok,PASS,36995786,PG-13,86,8.1
2004,tt0349825,Miracle,notalk,FAIL,34529401,PG,68,7.5
2004,tt0382189,My Summer of Love,ok,PASS,2096428,R,82,6.8
2004,tt0374900,Napoleon Dynamite,notalk,FAIL,493277,PG,64,6.9
2004,tt0363282,New York Minute,notalk,FAIL,49327715,PG,33,4.7
2004,tt0390384,Primer,notalk,FAIL,8632,PG-13,68,7
2004,tt0350028,Raising Helen,ok,PASS,61659644,PG-13,38,5.9
2004,tt0350258,Ray,dubious,FAIL,49327715,PG-13,73,7.8
2004,tt0318627,Resident Evil: Apocalypse,ok,PASS,61659644,R,35,6.1
2004,tt0332375,Saved!,ok,PASS,6165964,PG-13,62,6.9
2004,tt0387564,Saw,men,FAIL,1479831,R,46,7.7
2004,tt0363988,Secret Window,notalk,FAIL,49327715,PG-13,46,6.6
2004,tt0307453,Shark Tale,notalk,FAIL,92489466,PG,48,6
2004,tt0365748,Shaun of the Dead,ok,PASS,6165964,R,76,8
2004,tt0298148,Shrek 2,ok,PASS,86323501,PG,75,7.3
2004,tt0375063,Sideways,ok,PASS,20964279,R,94,7.6
2004,tt0346156,Sky Captain and the World of Tomorrow,ok,PASS,86323501,PG,64,6.1
2004,tt0371246,Spanglish,ok,PASS,92489466,PG-13,48,6.5
2004,tt0316654,Spider-Man 2,notalk,FAIL,246638575,PG-13,83,7.4
2004,tt0372588,Team America: World Police,men,FAIL,24663858,R,64,7.2
2004,tt0338751,The Aviator,notalk,FAIL,135651216,PG-13,77,7.5
2004,tt0372183,The Bourne Supremacy,men,FAIL,104821395,PG-13,73,7.8
2004,tt0289879,The Butterfly Effect,men,FAIL,16031507,R,30,7.7
2004,tt0296572,The Chronicles of Riddick,men,FAIL,147983145,PG-13,38,6.7
2004,tt0319262,The Day After Tomorrow,ok,PASS,154149110,PG-13,47,6.4
2004,tt0391198,The Grudge,ok,PASS,12331929,PG-13,49,5.8
2004,tt0317705,The Incredibles,ok,PASS,113453745,PG,90,8
2004,tt0362270,The Life Aquatic with Steve Zissou,men,FAIL,61659644,R,62,7.3
2004,tt0332280,The Notebook,dubious,FAIL,36995786,PG-13,53,8
2004,tt0293508,The Phantom of the Opera,men,FAIL,67825608,PG-13,40,7.4
2004,tt0368933,The Princess Diaries 2: Royal Engagement,ok,PASS,55493679,G,43,5.6
2004,tt0327162,The Stepford Wives,ok,PASS,123319288,PG-13,42,5.2
2004,tt0362227,The Terminal,notalk,FAIL,92489466,PG-13,55,7.3
2004,tt0368447,The Village,ok,PASS,88398934,PG-13,44,6.5
2004,tt0327247,The Whole Ten Yards,notalk,FAIL,36995786,PG-13,24,5.4
2004,tt0332452,Troy,notalk,FAIL,184978932,R,56,7.2
2004,tt0338526,Van Helsing,ok,PASS,209642789,PG-13,35,5.9
2004,tt0383694,Vera Drake,ok,PASS,13565122,R,83,7.7
2004,tt0381707,White Chicks,ok,PASS,24663858,PG-13,41,5.3
2004,tt0360201,Wimbledon,ok,PASS,43161751,PG-13,59,6.3
2003,tt0322259,2 Fast 2 Furious,notalk,FAIL,96222609,PG-13,38,5.6
2003,tt0315733,21 grams,dubious,FAIL,25321739,NA,NA,NA
2003,tt0319061,Big Fish,notalk,FAIL,88626087,PG-13,58,8
2003,tt0310778,Bon voyage,ok,PASS,25321739,PG-13,68,6.9
2003,tt0315327,Bruce Almighty,ok,PASS,102553043,PG-13,46,6.7
2003,tt0305357,Charlie&#39;s Angels: Full Throttle,ok,PASS,151930435,NA,NA,NA
2003,tt0159365,Cold Mountain,ok,PASS,101286957,R,73,7.2
2003,tt0306685,Cradle 2 the Grave,notalk,FAIL,31652174,R,36,5.7
2003,tt0317303,Daddy Day Care,ok,PASS,75965217,PG,39,5.5
2003,tt0287978,Daredevil,nowomen,FAIL,101286957,PG-13,42,5.4
2003,tt0282209,Darkness Falls,notalk,FAIL,8862609,PG-13,23,4.9
2003,tt0285531,Dreamcatcher,nowomen,FAIL,86093913,R,35,5.5
2003,tt0309593,Final Destination 2,ok,PASS,32918261,R,38,6.2
2003,tt0266543,Finding Nemo,notalk,FAIL,119012174,G,90,8.2
2003,tt0322330,Freaky Friday,ok,PASS,32918261,PG,70,6.1
2003,tt0335119,Girl with a Pearl Earring,ok,PASS,15193043,PG-13,72,7
2003,tt0301357,Goodbye Lenin!,ok,PASS,8102957,NA,NA,NA
2003,tt0311289,Holes,men,FAIL,25321739,PG,71,7.1
2003,tt0329717,Hollywood Homicide,notalk,FAIL,94956522,PG-13,47,5.3
2003,tt0315983,House of Sand and Fog,ok,PASS,20890435,R,71,7.6
2003,tt0251127,How to Lose a Guy in 10 Days,men,FAIL,63304348,PG-13,45,6.3
2003,tt0286716,Hulk,notalk,FAIL,173453913,PG-13,54,5.7
2003,tt0309698,Identity,notalk,FAIL,35450435,R,64,7.3
2003,tt0199626,In the Cut,ok,PASS,15193043,R,46,5.3
2003,tt0301470,Jeepers Creepers II,ok,PASS,31652174,R,36,5.5
2003,tt0266697,Kill Bill: Vol. 1,ok,PASS,69634783,R,69,8.2
2003,tt0325703,Lara Croft Tomb Raider: The Cradle of Life,nowomen,FAIL,113947826,PG-13,43,5.4
2003,tt0333780,"Legally Blonde 2: Red, White &amp; Blonde",ok,PASS,31652174,NA,NA,NA
2003,tt0286244,Les triplettes de Belleville,ok,PASS,2532174,NA,NA,NA
2003,tt0335266,Lost In Translation,dubious,FAIL,5064348,NA,NA,NA
2003,tt0314331,Love Actually,ok,PASS,56973913,R,55,7.7
2003,tt0311113,Master and Commander: The Far Side of the World,nowomen,FAIL,170921739,PG-13,81,7.4
2003,tt0304415,Mona Lisa Smile,ok,PASS,82295652,PG-13,45,6.3
2003,tt0340855,Monster,ok,PASS,6330435,R,74,7.3
2003,tt0327056,Mystic River,ok,PASS,37982609,R,84,8
2003,tt0316396,Peter Pan,ok,PASS,126608696,PG,64,6.9
2003,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,men,FAIL,158260870,PG-13,63,8.1
2003,tt0366920,Pride and Prejudice,ok,PASS,35450435,PG,NA,5.4
2003,tt0257076,S.W.A.T.,ok,PASS,88626087,PG-13,45,6
2003,tt0306047,Scary Movie 3,ok,PASS,56973913,PG-13,49,5.4
2003,tt0327137,Secondhand Lions,notalk,FAIL,37982609,PG,52,7.6
2003,tt0300471,Shanghai Knights,notalk,FAIL,63304348,PG-13,58,6.2
2003,tt0323944,Shattered Glass,men,FAIL,7596522,PG-13,73,7.3
2003,tt0165982,Sinbad: Legend of the Seven Seas,men,FAIL,75965217,PG,48,6.6
2003,tt0337741,Something&#39;s Gotta Give,dubious,FAIL,101286957,NA,NA,NA
2003,tt0338459,Spy Kids 3-D: Game Over,ok,PASS,50643478,PG,57,4.1
2003,tt0324133,Swimming Pool,ok,PASS,9875478,R,70,6.8
2003,tt0181852,Terminator 3: Rise of the Machines,ok,PASS,215234783,R,66,6.4
2003,tt0298814,The Core,ok,PASS,107617391,PG-13,48,5.4
2003,tt0317740,The Italian Job,notalk,FAIL,75965217,PG-13,68,7
2003,tt0283426,The Jungle Book 2,nowomen,FAIL,25321739,G,38,5.3
2003,tt0325710,The Last Samurai,nowomen,FAIL,177252174,R,55,7.7
2003,tt0311429,The League of Extraordinary Gentlemen,nowomen,FAIL,98754783,PG-13,30,5.8
2003,tt0167260,The Lord of the Rings: The Return of the King,notalk,FAIL,119012174,PG-13,94,8.9
2003,tt0234215,The Matrix Reloaded,ok,PASS,160793043,R,62,7.2
2003,tt0242653,The Matrix Revolutions,ok,PASS,139269565,R,47,6.7
2003,tt0338188,The Missing,ok,PASS,82295652,R,55,6.5
2003,tt0332379,The School of Rock,dubious,FAIL,25321739,NA,NA,NA
2003,tt0328538,Thirteen,ok,PASS,2532174,R,70,6.9
2003,tt0300556,Timeline,notalk,FAIL,101286957,PG-13,28,5.6
2003,tt0339840,Undead,ok,PASS,949565,R,34,5.6
2003,tt0320691,Underworld,dubious,FAIL,27853913,R,42,7
2003,tt0295700,Wrong Turn,ok,PASS,12660870,R,32,6.1
2003,tt0290334,X2 (X-Men 2),ok,PASS,158260870,NA,NA,NA
2002,tt0307901,25th Hour,men,FAIL,5828306,R,67,7.7
2002,tt0289043,28 Days Later...,ok,PASS,10361434,R,73,7.7
2002,tt0283832,8 femmes,ok,PASS,10361434,NA,NA,NA
2002,tt0298203,8 Mile,notalk,FAIL,53102348,R,77,6.9
2002,tt0257360,About Schmidt,notalk,FAIL,38855376,R,85,7.2
2002,tt0268126,Adaptation,dubious,FAIL,23960815,NA,NA,NA
2002,tt0286261,All or Nothing,ok,PASS,11656613,R,72,7.6
2002,tt0168786,Antwone Fisher,notalk,FAIL,16189740,PG-13,62,7.3
2002,tt0295178,Austin Powers in Goldmember,notalk,FAIL,81596291,PG-13,62,6.2
2002,tt0286499,Bend It Like Beckham,ok,PASS,7253004,PG-13,66,6.7
2002,tt0187738,Blade II,notalk,FAIL,69939678,R,52,6.7
2002,tt0300532,Blue Crush,ok,PASS,38855376,PG-13,61,5.6
2002,tt0303816,Cabin Fever,ok,PASS,1942769,R,56,5.6
2002,tt0264464,Catch Me If You Can,notalk,FAIL,67349319,PG-13,76,8
2002,tt0299658,Chicago,ok,PASS,38855376,PG-13,82,7.2
2002,tt0275022,Crossroads,ok,PASS,15542151,PG-13,27,3.2
2002,tt0266452,Death to Smoochy,men,FAIL,64758961,R,38,6.4
2002,tt0246460,Die Another Day,men,FAIL,183915449,PG-13,56,6.1
2002,tt0303933,Drumline,notalk,FAIL,25903584,PG-13,63,5.5
2002,tt0238380,Equilibrium,notalk,FAIL,25903584,R,33,7.6
2002,tt0297884,Far from Heaven,ok,PASS,17484919,PG-13,84,7.4
2002,tt0120679,Frida,men,FAIL,15542151,R,61,7.4
2002,tt0217505,Gangs of New York,notalk,FAIL,125632384,R,72,7.5
2002,tt0302674,Gerry,nowomen,FAIL,9066255,R,54,6.2
2002,tt0295297,Harry Potter and the Chamber of Secrets,ok,PASS,129517922,PG,63,7.3
2002,tt0257756,High Crimes,ok,PASS,54397527,PG-13,48,6.3
2002,tt0297181,I Spy,notalk,FAIL,90662545,PG-13,35,5.4
2002,tt0268380,Ice Age,nowomen,FAIL,84186649,PG,60,7.6
2002,tt0280760,Igby Goes Down,men,FAIL,11656613,R,72,7
2002,tt0278504,Insomnia,notalk,FAIL,59578244,R,78,7.2
2002,tt0275847,Lilo and Stitch,ok,PASS,103614337,NA,NA,NA
2002,tt0252076,Maid in Manhattan,ok,PASS,71234857,PG-13,45,4.9
2002,tt0303361,May,ok,PASS,2266564,R,58,6.8
2002,tt0120912,Men in Black II,notalk,FAIL,181325090,PG-13,49,6
